,date,num_applications,year,day_of_week,month,week,num_applications_year,weighted_num_applications
0,2007-01-04,5,2007,Thursday,1,1,10322,0.000484402247626429
1,2007-01-05,1,2007,Friday,1,1,10322,9.688044952528579e-05
2,2007-01-07,1,2007,Sunday,1,1,10322,9.688044952528579e-05
3,2007-01-08,1,2007,Monday,1,2,10322,9.688044952528579e-05
4,2007-01-10,1,2007,Wednesday,1,2,10322,9.688044952528579e-05
5,2007-01-11,1,2007,Thursday,1,2,10322,9.688044952528579e-05
6,2007-01-17,1,2007,Wednesday,1,3,10322,9.688044952528579e-05
7,2007-01-19,1,2007,Friday,1,3,10322,9.688044952528579e-05
8,2007-01-22,1,2007,Monday,1,4,10322,9.688044952528579e-05
9,2007-01-23,1,2007,Tuesday,1,4,10322,9.688044952528579e-05
10,2007-01-28,1,2007,Sunday,1,4,10322,9.688044952528579e-05
11,2007-02-03,1,2007,Saturday,2,5,10322,9.688044952528579e-05
12,2007-02-05,1,2007,Monday,2,6,10322,9.688044952528579e-05
13,2007-02-06,6,2007,Tuesday,2,6,10322,0.0005812826971517147
14,2007-03-04,16,2007,Sunday,3,9,10322,0.0015500871924045726
15,2007-03-06,12,2007,Tuesday,3,10,10322,0.0011625653943034295
16,2007-03-07,25,2007,Wednesday,3,10,10322,0.002422011238132145
17,2007-03-08,16,2007,Thursday,3,10,10322,0.0015500871924045726
18,2007-03-09,29,2007,Friday,3,10,10322,0.002809533036233288
19,2007-03-11,17,2007,Sunday,3,10,10322,0.0016469676419298585
20,2007-03-12,33,2007,Monday,3,11,10322,0.0031970548343344314
21,2007-03-13,10,2007,Tuesday,3,11,10322,0.000968804495252858
22,2007-03-14,12,2007,Wednesday,3,11,10322,0.0011625653943034295
23,2007-03-21,32,2007,Wednesday,3,12,10322,0.0031001743848091453
24,2007-03-23,17,2007,Friday,3,12,10322,0.0016469676419298585
25,2007-03-24,14,2007,Saturday,3,12,10322,0.0013563262933540012
26,2007-03-28,37,2007,Wednesday,3,13,10322,0.0035845766324355743
27,2007-03-29,29,2007,Thursday,3,13,10322,0.002809533036233288
28,2007-03-30,37,2007,Friday,3,13,10322,0.0035845766324355743
29,2007-03-31,42,2007,Saturday,3,13,10322,0.004068978880062003
30,2007-04-06,51,2007,Friday,4,14,10322,0.004940902925789576
31,2007-04-12,58,2007,Thursday,4,15,10322,0.005619066072466576
32,2007-04-14,39,2007,Saturday,4,15,10322,0.003778337531486146
33,2007-04-18,49,2007,Wednesday,4,16,10322,0.0047471420267390044
34,2007-04-19,155,2007,Thursday,4,16,10322,0.015016469676419298
35,2007-04-20,45,2007,Friday,4,16,10322,0.004359620228637861
36,2007-04-22,32,2007,Sunday,4,16,10322,0.0031001743848091453
37,2007-04-26,34,2007,Thursday,4,17,10322,0.003293935283859717
38,2007-04-28,19,2007,Saturday,4,17,10322,0.0018407285409804302
39,2007-04-30,43,2007,Monday,4,18,10322,0.004165859329587289
40,2007-05-03,179,2007,Thursday,5,18,10322,0.01734160046502616
41,2007-05-04,44,2007,Friday,5,18,10322,0.0042627397791125754
42,2007-05-10,32,2007,Thursday,5,19,10322,0.0031001743848091453
43,2007-05-12,154,2007,Saturday,5,19,10322,0.014919589226894013
44,2007-05-14,29,2007,Monday,5,20,10322,0.002809533036233288
45,2007-05-16,172,2007,Wednesday,5,20,10322,0.016663437318349156
46,2007-05-18,135,2007,Friday,5,20,10322,0.013078860685913582
47,2007-05-19,119,2007,Saturday,5,20,10322,0.01152877349350901
48,2007-05-20,20,2007,Sunday,5,20,10322,0.001937608990505716
49,2007-05-22,23,2007,Tuesday,5,21,10322,0.0022282503390815733
50,2007-05-24,160,2007,Thursday,5,21,10322,0.015500871924045728
51,2007-05-26,9,2007,Saturday,5,21,10322,0.0008719240457275722
52,2007-05-28,22,2007,Monday,5,22,10322,0.0021313698895562877
53,2007-05-29,166,2007,Tuesday,5,22,10322,0.016082154621197442
54,2007-05-30,18,2007,Wednesday,5,22,10322,0.0017438480914551443
55,2007-06-05,49,2007,Tuesday,6,23,10322,0.0047471420267390044
56,2007-06-07,43,2007,Thursday,6,23,10322,0.004165859329587289
57,2007-06-09,39,2007,Saturday,6,23,10322,0.003778337531486146
58,2007-06-12,238,2007,Tuesday,6,24,10322,0.02305754698701802
59,2007-06-13,210,2007,Wednesday,6,24,10322,0.020344894400310017
60,2007-06-14,195,2007,Thursday,6,24,10322,0.018891687657430732
61,2007-06-15,40,2007,Friday,6,24,10322,0.003875217981011432
62,2007-06-19,32,2007,Tuesday,6,25,10322,0.0031001743848091453
63,2007-06-21,23,2007,Thursday,6,25,10322,0.0022282503390815733
64,2007-06-23,213,2007,Saturday,6,25,10322,0.020635535748885873
65,2007-06-25,28,2007,Monday,6,26,10322,0.0027126525867080024
66,2007-06-27,214,2007,Wednesday,6,26,10322,0.02073241619841116
67,2007-06-29,181,2007,Friday,6,26,10322,0.01753536136407673
68,2007-07-03,38,2007,Tuesday,7,27,10322,0.0036814570819608604
69,2007-07-07,31,2007,Saturday,7,27,10322,0.0030032939352838597
70,2007-07-12,152,2007,Thursday,7,28,10322,0.014725828327843441
71,2007-07-13,133,2007,Friday,7,28,10322,0.012885099786863011
72,2007-07-14,116,2007,Saturday,7,28,10322,0.011238132144933152
73,2007-07-19,118,2007,Thursday,7,29,10322,0.011431893043983725
74,2007-07-20,83,2007,Friday,7,29,10322,0.008041077310598721
75,2007-07-21,12,2007,Saturday,7,29,10322,0.0011625653943034295
76,2007-07-23,20,2007,Monday,7,30,10322,0.001937608990505716
77,2007-07-25,20,2007,Wednesday,7,30,10322,0.001937608990505716
78,2007-07-26,95,2007,Thursday,7,30,10322,0.00920364270490215
79,2007-07-27,67,2007,Friday,7,30,10322,0.006490990118194148
80,2007-07-28,57,2007,Saturday,7,30,10322,0.00552218562294129
81,2007-07-29,18,2007,Sunday,7,30,10322,0.0017438480914551443
82,2007-07-30,98,2007,Monday,7,31,10322,0.009494284053478009
83,2007-07-31,125,2007,Tuesday,7,31,10322,0.012110056190660724
84,2007-08-09,153,2007,Thursday,8,32,10322,0.014822708777368727
85,2007-08-10,120,2007,Friday,8,32,10322,0.011625653943034296
86,2007-08-11,77,2007,Saturday,8,32,10322,0.007459794613447006
87,2007-08-14,27,2007,Tuesday,8,33,10322,0.0026157721371827167
88,2007-08-15,86,2007,Wednesday,8,33,10322,0.008331718659174578
89,2007-08-16,68,2007,Thursday,8,33,10322,0.006587870567719434
90,2007-08-17,45,2007,Friday,8,33,10322,0.004359620228637861
91,2007-08-18,16,2007,Saturday,8,33,10322,0.0015500871924045726
92,2007-08-20,95,2007,Monday,8,34,10322,0.00920364270490215
93,2007-08-22,18,2007,Wednesday,8,34,10322,0.0017438480914551443
94,2007-08-24,26,2007,Friday,8,34,10322,0.0025188916876574307
95,2007-08-26,39,2007,Sunday,8,34,10322,0.003778337531486146
96,2007-08-27,111,2007,Monday,8,35,10322,0.010753729897306724
97,2007-08-28,48,2007,Tuesday,8,35,10322,0.004650261577213718
98,2007-09-06,156,2007,Thursday,9,36,10322,0.015113350125944584
99,2007-09-07,202,2007,Friday,9,36,10322,0.01956985080410773
100,2007-09-08,97,2007,Saturday,9,36,10322,0.009397403603952722
101,2007-09-09,125,2007,Sunday,9,36,10322,0.012110056190660724
102,2007-09-11,271,2007,Tuesday,9,37,10322,0.02625460182135245
103,2007-09-12,129,2007,Wednesday,9,37,10322,0.012497577988761869
104,2007-09-13,246,2007,Thursday,9,37,10322,0.023832590583220306
105,2007-09-19,351,2007,Wednesday,9,38,10322,0.03400503778337532
106,2007-09-21,274,2007,Friday,9,38,10322,0.026545243169928307
107,2007-09-23,244,2007,Sunday,9,38,10322,0.023638829684169735
108,2007-09-25,244,2007,Tuesday,9,39,10322,0.023638829684169735
109,2007-09-26,193,2007,Wednesday,9,39,10322,0.018697926758380157
110,2007-09-27,329,2007,Thursday,9,39,10322,0.03187366789381903
111,2007-09-29,291,2007,Saturday,9,39,10322,0.028192210811858166
112,2007-10-07,225,2007,Sunday,10,40,10322,0.021798101143189304
113,2007-10-11,161,2007,Thursday,10,41,10322,0.015597752373571014
114,2007-10-12,93,2007,Friday,10,41,10322,0.009009881805851579
115,2007-10-13,77,2007,Saturday,10,41,10322,0.007459794613447006
116,2007-10-18,74,2007,Thursday,10,42,10322,0.007169153264871149
117,2007-10-19,126,2007,Friday,10,42,10322,0.01220693664018601
118,2007-10-20,30,2007,Saturday,10,42,10322,0.002906413485758574
119,2007-10-25,98,2007,Thursday,10,43,10322,0.009494284053478009
120,2007-10-26,33,2007,Friday,10,43,10322,0.0031970548343344314
121,2007-10-27,67,2007,Saturday,10,43,10322,0.006490990118194148
122,2007-10-28,33,2007,Sunday,10,43,10322,0.0031970548343344314
123,2007-10-29,67,2007,Monday,10,44,10322,0.006490990118194148
124,2007-10-30,29,2007,Tuesday,10,44,10322,0.002809533036233288
125,2007-10-31,48,2007,Wednesday,10,44,10322,0.004650261577213718
126,2007-11-08,39,2007,Thursday,11,45,10322,0.003778337531486146
127,2007-11-09,29,2007,Friday,11,45,10322,0.002809533036233288
128,2007-11-10,24,2007,Saturday,11,45,10322,0.002325130788606859
129,2007-11-15,16,2007,Thursday,11,46,10322,0.0015500871924045726
130,2007-11-16,10,2007,Friday,11,46,10322,0.000968804495252858
131,2007-11-17,4,2007,Saturday,11,46,10322,0.00038752179810114316
132,2007-11-22,3,2007,Thursday,11,47,10322,0.00029064134857585737
133,2007-11-23,2,2007,Friday,11,47,10322,0.00019376089905057158
134,2007-11-24,1,2007,Saturday,11,47,10322,9.688044952528579e-05
135,2007-11-26,1,2007,Monday,11,48,10322,9.688044952528579e-05
136,2007-11-27,1,2007,Tuesday,11,48,10322,9.688044952528579e-05
137,2007-11-28,1,2007,Wednesday,11,48,10322,9.688044952528579e-05
138,2007-11-29,1,2007,Thursday,11,48,10322,9.688044952528579e-05
139,2007-11-30,2,2007,Friday,11,48,10322,0.00019376089905057158
140,2007-12-04,5,2007,Tuesday,12,49,10322,0.000484402247626429
141,2007-12-05,1,2007,Wednesday,12,49,10322,9.688044952528579e-05
142,2007-12-06,3,2007,Thursday,12,49,10322,0.00029064134857585737
143,2007-12-07,3,2007,Friday,12,49,10322,0.00029064134857585737
144,2007-12-08,1,2007,Saturday,12,49,10322,9.688044952528579e-05
145,2007-12-11,2,2007,Tuesday,12,50,10322,0.00019376089905057158
146,2007-12-12,1,2007,Wednesday,12,50,10322,9.688044952528579e-05
147,2007-12-13,2,2007,Thursday,12,50,10322,0.00019376089905057158
148,2007-12-16,2,2007,Sunday,12,50,10322,0.00019376089905057158
149,2007-12-17,3,2007,Monday,12,51,10322,0.00029064134857585737
150,2007-12-18,2,2007,Tuesday,12,51,10322,0.00019376089905057158
151,2007-12-19,2,2007,Wednesday,12,51,10322,0.00019376089905057158
152,2007-12-20,3,2007,Thursday,12,51,10322,0.00029064134857585737
153,2007-12-21,3,2007,Friday,12,51,10322,0.00029064134857585737
154,2007-12-22,4,2007,Saturday,12,51,10322,0.00038752179810114316
155,2007-12-24,3,2007,Monday,12,52,10322,0.00029064134857585737
156,2007-12-25,1,2007,Tuesday,12,52,10322,9.688044952528579e-05
157,2007-12-26,2,2007,Wednesday,12,52,10322,0.00019376089905057158
158,2007-12-27,2,2007,Thursday,12,52,10322,0.00019376089905057158
159,2007-12-28,1,2007,Friday,12,52,10322,9.688044952528579e-05
160,2007-12-29,1,2007,Saturday,12,52,10322,9.688044952528579e-05
161,2007-12-30,1,2007,Sunday,12,52,10322,9.688044952528579e-05
162,2007-12-31,2,2007,Monday,12,1,10322,0.00019376089905057158
163,2008-01-01,7,2008,Tuesday,1,1,11012,0.0006356701779876499
164,2008-01-03,6,2008,Thursday,1,1,11012,0.0005448601525608427
165,2008-01-05,5,2008,Saturday,1,1,11012,0.0004540501271340356
166,2008-01-06,2,2008,Sunday,1,1,11012,0.00018162005085361425
167,2008-01-07,5,2008,Monday,1,2,11012,0.0004540501271340356
168,2008-01-08,3,2008,Tuesday,1,2,11012,0.00027243007628042137
169,2008-01-09,2,2008,Wednesday,1,2,11012,0.00018162005085361425
170,2008-01-10,5,2008,Thursday,1,2,11012,0.0004540501271340356
171,2008-01-11,1,2008,Friday,1,2,11012,9.081002542680712e-05
172,2008-01-12,1,2008,Saturday,1,2,11012,9.081002542680712e-05
173,2008-01-14,2,2008,Monday,1,3,11012,0.00018162005085361425
174,2008-01-15,4,2008,Tuesday,1,3,11012,0.0003632401017072285
175,2008-01-16,3,2008,Wednesday,1,3,11012,0.00027243007628042137
176,2008-01-17,3,2008,Thursday,1,3,11012,0.00027243007628042137
177,2008-01-18,2,2008,Friday,1,3,11012,0.00018162005085361425
178,2008-01-21,1,2008,Monday,1,4,11012,9.081002542680712e-05
179,2008-01-22,2,2008,Tuesday,1,4,11012,0.00018162005085361425
180,2008-01-23,1,2008,Wednesday,1,4,11012,9.081002542680712e-05
181,2008-01-24,1,2008,Thursday,1,4,11012,9.081002542680712e-05
182,2008-01-28,3,2008,Monday,1,5,11012,0.00027243007628042137
183,2008-01-29,5,2008,Tuesday,1,5,11012,0.0004540501271340356
184,2008-01-30,5,2008,Wednesday,1,5,11012,0.0004540501271340356
185,2008-02-03,9,2008,Sunday,2,5,11012,0.0008172902288412641
186,2008-02-04,6,2008,Monday,2,6,11012,0.0005448601525608427
187,2008-02-05,6,2008,Tuesday,2,6,11012,0.0005448601525608427
188,2008-02-06,10,2008,Wednesday,2,6,11012,0.0009081002542680712
189,2008-02-07,9,2008,Thursday,2,6,11012,0.0008172902288412641
190,2008-02-11,3,2008,Monday,2,7,11012,0.00027243007628042137
191,2008-02-12,5,2008,Tuesday,2,7,11012,0.0004540501271340356
192,2008-02-13,8,2008,Wednesday,2,7,11012,0.000726480203414457
193,2008-02-14,6,2008,Thursday,2,7,11012,0.0005448601525608427
194,2008-02-17,7,2008,Sunday,2,7,11012,0.0006356701779876499
195,2008-02-20,11,2008,Wednesday,2,8,11012,0.0009989102796948784
196,2008-02-21,9,2008,Thursday,2,8,11012,0.0008172902288412641
197,2008-02-25,18,2008,Monday,2,9,11012,0.0016345804576825282
198,2008-02-26,23,2008,Tuesday,2,9,11012,0.002088630584816564
199,2008-03-05,35,2008,Wednesday,3,10,11012,0.0031783508899382493
200,2008-03-06,27,2008,Thursday,3,10,11012,0.0024518706865237923
201,2008-03-07,23,2008,Friday,3,10,11012,0.002088630584816564
202,2008-03-08,27,2008,Saturday,3,10,11012,0.0024518706865237923
203,2008-03-09,18,2008,Sunday,3,10,11012,0.0016345804576825282
204,2008-03-10,40,2008,Monday,3,11,11012,0.003632401017072285
205,2008-03-11,35,2008,Tuesday,3,11,11012,0.0031783508899382493
206,2008-03-12,44,2008,Wednesday,3,11,11012,0.003995641118779513
207,2008-03-13,41,2008,Thursday,3,11,11012,0.003723211042499092
208,2008-03-14,50,2008,Friday,3,11,11012,0.004540501271340356
209,2008-03-16,14,2008,Sunday,3,11,11012,0.0012713403559752997
210,2008-03-17,24,2008,Monday,3,12,11012,0.002179440610243371
211,2008-03-18,55,2008,Tuesday,3,12,11012,0.004994551398474391
212,2008-03-19,67,2008,Wednesday,3,12,11012,0.006084271703596077
213,2008-03-22,34,2008,Saturday,3,12,11012,0.003087540864511442
214,2008-03-23,38,2008,Sunday,3,12,11012,0.0034507809662186707
215,2008-03-24,48,2008,Monday,3,13,11012,0.004358881220486742
216,2008-03-25,86,2008,Tuesday,3,13,11012,0.007809662186705413
217,2008-03-26,100,2008,Wednesday,3,13,11012,0.009081002542680712
218,2008-03-27,132,2008,Thursday,3,13,11012,0.01198692335633854
219,2008-04-04,165,2008,Friday,4,14,11012,0.014983654195423175
220,2008-04-05,131,2008,Saturday,4,14,11012,0.011896113330911732
221,2008-04-08,31,2008,Tuesday,4,15,11012,0.002815110788231021
222,2008-04-10,243,2008,Thursday,4,15,11012,0.02206683617871413
223,2008-04-13,254,2008,Sunday,4,15,11012,0.023065746458409007
224,2008-04-18,43,2008,Friday,4,16,11012,0.0039048310933527063
225,2008-04-22,51,2008,Tuesday,4,17,11012,0.004631311296767163
226,2008-04-24,49,2008,Thursday,4,17,11012,0.004449691245913549
227,2008-04-26,27,2008,Saturday,4,17,11012,0.0024518706865237923
228,2008-04-30,60,2008,Wednesday,4,18,11012,0.005448601525608427
229,2008-05-06,271,2008,Tuesday,5,19,11012,0.02460951689066473
230,2008-05-08,268,2008,Thursday,5,19,11012,0.024337086814384307
231,2008-05-10,35,2008,Saturday,5,19,11012,0.0031783508899382493
232,2008-05-12,35,2008,Monday,5,20,11012,0.0031783508899382493
233,2008-05-14,40,2008,Wednesday,5,20,11012,0.003632401017072285
234,2008-05-16,202,2008,Friday,5,20,11012,0.018343625136215038
235,2008-05-20,36,2008,Tuesday,5,21,11012,0.0032691609153650564
236,2008-05-21,165,2008,Wednesday,5,21,11012,0.014983654195423175
237,2008-05-22,31,2008,Thursday,5,21,11012,0.002815110788231021
238,2008-05-23,140,2008,Friday,5,21,11012,0.012713403559752997
239,2008-05-24,31,2008,Saturday,5,21,11012,0.002815110788231021
240,2008-05-27,159,2008,Tuesday,5,22,11012,0.014438794042862331
241,2008-05-29,131,2008,Thursday,5,22,11012,0.011896113330911732
242,2008-05-30,175,2008,Friday,5,22,11012,0.015891754449691247
243,2008-06-03,291,2008,Tuesday,6,23,11012,0.02642571739920087
244,2008-06-05,34,2008,Thursday,6,23,11012,0.003087540864511442
245,2008-06-06,263,2008,Friday,6,23,11012,0.023883036687250274
246,2008-06-08,227,2008,Sunday,6,23,11012,0.020613875771885216
247,2008-06-11,55,2008,Wednesday,6,24,11012,0.004994551398474391
248,2008-06-19,296,2008,Thursday,6,25,11012,0.02687976752633491
249,2008-06-21,225,2008,Saturday,6,25,11012,0.020432255721031602
250,2008-06-23,32,2008,Monday,6,26,11012,0.002905920813657828
251,2008-06-24,219,2008,Tuesday,6,26,11012,0.01988739556847076
252,2008-06-25,215,2008,Wednesday,6,26,11012,0.019524155466763532
253,2008-06-27,195,2008,Friday,6,26,11012,0.017707954958227388
254,2008-06-29,21,2008,Sunday,6,26,11012,0.0019070105339629496
255,2008-07-05,21,2008,Saturday,7,27,11012,0.0019070105339629496
256,2008-07-11,201,2008,Friday,7,28,11012,0.01825281511078823
257,2008-07-17,26,2008,Thursday,7,29,11012,0.002361060661096985
258,2008-07-18,151,2008,Friday,7,29,11012,0.013712313839447874
259,2008-07-19,125,2008,Saturday,7,29,11012,0.01135125317835089
260,2008-07-21,16,2008,Monday,7,30,11012,0.001452960406828914
261,2008-07-23,10,2008,Wednesday,7,30,11012,0.0009081002542680712
262,2008-07-25,11,2008,Friday,7,30,11012,0.0009989102796948784
263,2008-07-26,131,2008,Saturday,7,30,11012,0.011896113330911732
264,2008-07-29,12,2008,Tuesday,7,31,11012,0.0010897203051216855
265,2008-07-31,160,2008,Thursday,7,31,11012,0.01452960406828914
266,2008-08-03,137,2008,Sunday,8,31,11012,0.012440973483472575
267,2008-08-06,21,2008,Wednesday,8,32,11012,0.0019070105339629496
268,2008-08-08,147,2008,Friday,8,32,11012,0.013349073737740646
269,2008-08-12,10,2008,Tuesday,8,33,11012,0.0009081002542680712
270,2008-08-13,103,2008,Wednesday,8,33,11012,0.009353432618961134
271,2008-08-14,7,2008,Thursday,8,33,11012,0.0006356701779876499
272,2008-08-16,4,2008,Saturday,8,33,11012,0.0003632401017072285
273,2008-08-18,15,2008,Monday,8,34,11012,0.0013621503814021069
274,2008-08-20,12,2008,Wednesday,8,34,11012,0.0010897203051216855
275,2008-08-22,125,2008,Friday,8,34,11012,0.01135125317835089
276,2008-08-26,18,2008,Tuesday,8,35,11012,0.0016345804576825282
277,2008-09-03,146,2008,Wednesday,9,36,11012,0.01325826371231384
278,2008-09-05,212,2008,Friday,9,36,11012,0.01925172539048311
279,2008-09-09,195,2008,Tuesday,9,37,11012,0.017707954958227388
280,2008-09-11,163,2008,Thursday,9,37,11012,0.01480203414456956
281,2008-09-13,151,2008,Saturday,9,37,11012,0.013712313839447874
282,2008-09-14,187,2008,Sunday,9,37,11012,0.01698147475481293
283,2008-09-19,409,2008,Friday,9,38,11012,0.03714130039956411
284,2008-09-25,382,2008,Thursday,9,39,11012,0.03468942971304032
285,2008-09-27,456,2008,Saturday,9,39,11012,0.041409371594624045
286,2008-10-10,352,2008,Friday,10,41,11012,0.03196512895023611
287,2008-10-21,246,2008,Tuesday,10,43,11012,0.02233926625499455
288,2008-10-22,92,2008,Wednesday,10,43,11012,0.008354522339266255
289,2008-10-23,125,2008,Thursday,10,43,11012,0.01135125317835089
290,2008-10-25,57,2008,Saturday,10,43,11012,0.005176171449328006
291,2008-10-26,43,2008,Sunday,10,43,11012,0.0039048310933527063
292,2008-10-27,81,2008,Monday,10,44,11012,0.0073556120595713766
293,2008-10-29,47,2008,Wednesday,10,44,11012,0.004268071195059934
294,2008-10-30,20,2008,Thursday,10,44,11012,0.0018162005085361425
295,2008-10-31,31,2008,Friday,10,44,11012,0.002815110788231021
296,2008-11-06,26,2008,Thursday,11,45,11012,0.002361060661096985
297,2008-11-07,24,2008,Friday,11,45,11012,0.002179440610243371
298,2008-11-08,12,2008,Saturday,11,45,11012,0.0010897203051216855
299,2008-11-14,14,2008,Friday,11,46,11012,0.0012713403559752997
300,2008-11-15,8,2008,Saturday,11,46,11012,0.000726480203414457
301,2008-11-20,7,2008,Thursday,11,47,11012,0.0006356701779876499
302,2008-11-21,1,2008,Friday,11,47,11012,9.081002542680712e-05
303,2008-11-22,1,2008,Saturday,11,47,11012,9.081002542680712e-05
304,2008-11-25,3,2008,Tuesday,11,48,11012,0.00027243007628042137
305,2008-11-26,1,2008,Wednesday,11,48,11012,9.081002542680712e-05
306,2008-11-27,5,2008,Thursday,11,48,11012,0.0004540501271340356
307,2008-11-29,3,2008,Saturday,11,48,11012,0.00027243007628042137
308,2008-11-30,2,2008,Sunday,11,48,11012,0.00018162005085361425
309,2008-12-02,5,2008,Tuesday,12,49,11012,0.0004540501271340356
310,2008-12-03,3,2008,Wednesday,12,49,11012,0.00027243007628042137
311,2008-12-05,2,2008,Friday,12,49,11012,0.00018162005085361425
312,2008-12-06,2,2008,Saturday,12,49,11012,0.00018162005085361425
313,2008-12-07,4,2008,Sunday,12,49,11012,0.0003632401017072285
314,2008-12-08,5,2008,Monday,12,50,11012,0.0004540501271340356
315,2008-12-09,1,2008,Tuesday,12,50,11012,9.081002542680712e-05
316,2008-12-10,3,2008,Wednesday,12,50,11012,0.00027243007628042137
317,2008-12-11,1,2008,Thursday,12,50,11012,9.081002542680712e-05
318,2008-12-12,1,2008,Friday,12,50,11012,9.081002542680712e-05
319,2008-12-15,3,2008,Monday,12,51,11012,0.00027243007628042137
320,2008-12-16,4,2008,Tuesday,12,51,11012,0.0003632401017072285
321,2008-12-17,3,2008,Wednesday,12,51,11012,0.00027243007628042137
322,2008-12-18,3,2008,Thursday,12,51,11012,0.00027243007628042137
323,2008-12-19,2,2008,Friday,12,51,11012,0.00018162005085361425
324,2008-12-20,4,2008,Saturday,12,51,11012,0.0003632401017072285
325,2008-12-21,1,2008,Sunday,12,51,11012,9.081002542680712e-05
326,2008-12-22,6,2008,Monday,12,52,11012,0.0005448601525608427
327,2008-12-23,3,2008,Tuesday,12,52,11012,0.00027243007628042137
328,2008-12-24,1,2008,Wednesday,12,52,11012,9.081002542680712e-05
329,2008-12-25,2,2008,Thursday,12,52,11012,0.00018162005085361425
330,2008-12-28,1,2008,Sunday,12,52,11012,9.081002542680712e-05
331,2008-12-29,3,2008,Monday,12,1,11012,0.00027243007628042137
332,2008-12-31,1,2008,Wednesday,12,1,11012,9.081002542680712e-05
333,2009-01-01,4,2009,Thursday,1,1,13285,0.000301091456529921
334,2009-01-02,4,2009,Friday,1,1,13285,0.000301091456529921
335,2009-01-03,4,2009,Saturday,1,1,13285,0.000301091456529921
336,2009-01-04,3,2009,Sunday,1,1,13285,0.00022581859239744072
337,2009-01-05,4,2009,Monday,1,2,13285,0.000301091456529921
338,2009-01-06,1,2009,Tuesday,1,2,13285,7.527286413248025e-05
339,2009-01-07,2,2009,Wednesday,1,2,13285,0.0001505457282649605
340,2009-01-10,1,2009,Saturday,1,2,13285,7.527286413248025e-05
341,2009-01-11,3,2009,Sunday,1,2,13285,0.00022581859239744072
342,2009-01-12,3,2009,Monday,1,3,13285,0.00022581859239744072
343,2009-01-13,2,2009,Tuesday,1,3,13285,0.0001505457282649605
344,2009-01-14,3,2009,Wednesday,1,3,13285,0.00022581859239744072
345,2009-01-15,3,2009,Thursday,1,3,13285,0.00022581859239744072
346,2009-01-16,2,2009,Friday,1,3,13285,0.0001505457282649605
347,2009-01-17,2,2009,Saturday,1,3,13285,0.0001505457282649605
348,2009-01-18,2,2009,Sunday,1,3,13285,0.0001505457282649605
349,2009-01-19,1,2009,Monday,1,4,13285,7.527286413248025e-05
350,2009-01-20,1,2009,Tuesday,1,4,13285,7.527286413248025e-05
351,2009-01-22,1,2009,Thursday,1,4,13285,7.527286413248025e-05
352,2009-01-23,2,2009,Friday,1,4,13285,0.0001505457282649605
353,2009-01-24,1,2009,Saturday,1,4,13285,7.527286413248025e-05
354,2009-01-30,2,2009,Friday,1,5,13285,0.0001505457282649605
355,2009-02-01,3,2009,Sunday,2,5,13285,0.00022581859239744072
356,2009-02-02,5,2009,Monday,2,6,13285,0.0003763643206624012
357,2009-02-03,2,2009,Tuesday,2,6,13285,0.0001505457282649605
358,2009-02-04,5,2009,Wednesday,2,6,13285,0.0003763643206624012
359,2009-02-05,2,2009,Thursday,2,6,13285,0.0001505457282649605
360,2009-02-08,1,2009,Sunday,2,6,13285,7.527286413248025e-05
361,2009-02-09,1,2009,Monday,2,7,13285,7.527286413248025e-05
362,2009-02-10,3,2009,Tuesday,2,7,13285,0.00022581859239744072
363,2009-02-11,2,2009,Wednesday,2,7,13285,0.0001505457282649605
364,2009-02-12,3,2009,Thursday,2,7,13285,0.00022581859239744072
365,2009-02-15,4,2009,Sunday,2,7,13285,0.000301091456529921
366,2009-02-16,4,2009,Monday,2,8,13285,0.000301091456529921
367,2009-02-17,4,2009,Tuesday,2,8,13285,0.000301091456529921
368,2009-02-18,9,2009,Wednesday,2,8,13285,0.0006774557771923222
369,2009-02-19,10,2009,Thursday,2,8,13285,0.0007527286413248024
370,2009-02-23,12,2009,Monday,2,9,13285,0.0009032743695897629
371,2009-02-26,21,2009,Thursday,2,9,13285,0.001580730146782085
372,2009-02-27,25,2009,Friday,2,9,13285,0.001881821603312006
373,2009-03-02,25,2009,Monday,3,10,13285,0.001881821603312006
374,2009-03-03,32,2009,Tuesday,3,10,13285,0.002408731652239368
375,2009-03-04,36,2009,Wednesday,3,10,13285,0.002709823108769289
376,2009-03-05,36,2009,Thursday,3,10,13285,0.002709823108769289
377,2009-03-06,38,2009,Friday,3,10,13285,0.002860368837034249
378,2009-03-07,13,2009,Saturday,3,10,13285,0.0009785472337222431
379,2009-03-08,17,2009,Sunday,3,10,13285,0.001279638690252164
380,2009-03-09,31,2009,Monday,3,11,13285,0.0023334587881068875
381,2009-03-10,18,2009,Tuesday,3,11,13285,0.0013549115543846444
382,2009-03-11,31,2009,Wednesday,3,11,13285,0.0023334587881068875
383,2009-03-12,19,2009,Thursday,3,11,13285,0.0014301844185171245
384,2009-03-13,18,2009,Friday,3,11,13285,0.0013549115543846444
385,2009-03-14,11,2009,Saturday,3,11,13285,0.0008280015054572827
386,2009-03-15,22,2009,Sunday,3,11,13285,0.0016560030109145653
387,2009-03-16,27,2009,Monday,3,12,13285,0.0020323673315769666
388,2009-03-17,19,2009,Tuesday,3,12,13285,0.0014301844185171245
389,2009-03-18,29,2009,Wednesday,3,12,13285,0.002182913059841927
390,2009-03-19,30,2009,Thursday,3,12,13285,0.002258185923974407
