,date,num_applications,year,day_of_week,month,week,num_applications_year,weighted_num_applications
1336,2013-03-02,6,2013,Saturday,3,9,17720,0.0003386004514672686
1337,2013-03-03,10,2013,Sunday,3,9,17720,0.000564334085778781
1338,2013-03-04,19,2013,Monday,3,10,17720,0.001072234762979684
1339,2013-03-05,21,2013,Tuesday,3,10,17720,0.0011851015801354402
1340,2013-03-06,22,2013,Wednesday,3,10,17720,0.0012415349887133183
1341,2013-03-07,25,2013,Thursday,3,10,17720,0.0014108352144469526
1342,2013-03-08,9,2013,Friday,3,10,17720,0.0005079006772009029
1343,2013-03-09,13,2013,Saturday,3,10,17720,0.0007336343115124153
1344,2013-03-10,26,2013,Sunday,3,10,17720,0.0014672686230248306
1345,2013-03-11,42,2013,Monday,3,11,17720,0.0023702031602708803
1346,2013-03-12,37,2013,Tuesday,3,11,17720,0.0020880361173814897
1347,2013-03-13,44,2013,Wednesday,3,11,17720,0.0024830699774266367
1348,2013-03-14,39,2013,Thursday,3,11,17720,0.002200902934537246
1349,2013-03-15,66,2013,Friday,3,11,17720,0.0037246049661399548
1350,2013-03-16,69,2013,Saturday,3,11,17720,0.003893905191873589
1351,2013-03-17,71,2013,Sunday,3,11,17720,0.0040067720090293454
1352,2013-03-18,57,2013,Monday,3,12,17720,0.003216704288939052
1353,2013-03-19,60,2013,Tuesday,3,12,17720,0.003386004514672686
1354,2013-03-20,42,2013,Wednesday,3,12,17720,0.0023702031602708803
1355,2013-03-21,33,2013,Thursday,3,12,17720,0.0018623024830699774
1356,2013-03-22,18,2013,Friday,3,12,17720,0.0010158013544018058
1357,2013-03-23,37,2013,Saturday,3,12,17720,0.0020880361173814897
1358,2013-03-24,36,2013,Sunday,3,12,17720,0.0020316027088036117
1359,2013-03-25,41,2013,Monday,3,13,17720,0.0023137697516930024
1360,2013-03-26,29,2013,Tuesday,3,13,17720,0.001636568848758465
1361,2013-03-27,36,2013,Wednesday,3,13,17720,0.0020316027088036117
1362,2013-03-28,32,2013,Thursday,3,13,17720,0.0018058690744920992
1363,2013-03-29,33,2013,Friday,3,13,17720,0.0018623024830699774
1364,2013-03-30,23,2013,Saturday,3,13,17720,0.0012979683972911963
1365,2013-03-31,35,2013,Sunday,3,13,17720,0.0019751693002257337
1366,2013-04-01,88,2013,Monday,4,14,17720,0.004966139954853273
1367,2013-04-02,29,2013,Tuesday,4,14,17720,0.001636568848758465
1368,2013-04-03,76,2013,Wednesday,4,14,17720,0.004288939051918736
1369,2013-04-04,37,2013,Thursday,4,14,17720,0.0020880361173814897
1370,2013-04-05,69,2013,Friday,4,14,17720,0.003893905191873589
1371,2013-04-06,24,2013,Saturday,4,14,17720,0.0013544018058690745
1372,2013-04-07,66,2013,Sunday,4,14,17720,0.0037246049661399548
1373,2013-04-08,52,2013,Monday,4,15,17720,0.002934537246049661
1374,2013-04-09,98,2013,Tuesday,4,15,17720,0.005530474040632054
1375,2013-04-11,105,2013,Thursday,4,15,17720,0.005925507900677201
1376,2013-04-12,73,2013,Friday,4,15,17720,0.004119638826185101
1377,2013-04-13,35,2013,Saturday,4,15,17720,0.0019751693002257337
1378,2013-04-14,96,2013,Sunday,4,15,17720,0.005417607223476298
1379,2013-04-15,32,2013,Monday,4,16,17720,0.0018058690744920992
1380,2013-04-16,113,2013,Tuesday,4,16,17720,0.006376975169300226
1381,2013-04-17,130,2013,Wednesday,4,16,17720,0.007336343115124154
1382,2013-04-18,103,2013,Thursday,4,16,17720,0.0058126410835214444
1383,2013-04-19,138,2013,Friday,4,16,17720,0.007787810383747178
1384,2013-04-21,112,2013,Sunday,4,16,17720,0.006320541760722348
1385,2013-04-22,80,2013,Monday,4,17,17720,0.004514672686230248
1386,2013-04-23,145,2013,Tuesday,4,17,17720,0.008182844243792325
1387,2013-04-25,55,2013,Thursday,4,17,17720,0.0031038374717832955
1388,2013-04-26,111,2013,Friday,4,17,17720,0.00626410835214447
1389,2013-04-27,154,2013,Saturday,4,17,17720,0.008690744920993228
1390,2013-04-29,190,2013,Monday,4,18,17720,0.01072234762979684
1391,2013-04-30,133,2013,Tuesday,4,18,17720,0.0075056433408577875
1392,2013-05-01,35,2013,Wednesday,5,18,17720,0.0019751693002257337
1393,2013-05-02,62,2013,Thursday,5,18,17720,0.0034988713318284425
1394,2013-05-03,79,2013,Friday,5,18,17720,0.00445823927765237
1395,2013-05-04,69,2013,Saturday,5,18,17720,0.003893905191873589
1396,2013-05-05,28,2013,Sunday,5,18,17720,0.001580135440180587
1397,2013-05-06,99,2013,Monday,5,19,17720,0.005586907449209933
1398,2013-05-07,89,2013,Tuesday,5,19,17720,0.005022573363431151
1399,2013-05-08,55,2013,Wednesday,5,19,17720,0.0031038374717832955
1400,2013-05-09,74,2013,Thursday,5,19,17720,0.004176072234762979
1401,2013-05-10,59,2013,Friday,5,19,17720,0.003329571106094808
1402,2013-05-11,26,2013,Saturday,5,19,17720,0.0014672686230248306
1403,2013-05-13,163,2013,Monday,5,20,17720,0.009198645598194131
1404,2013-05-14,86,2013,Tuesday,5,20,17720,0.0048532731376975165
1405,2013-05-15,30,2013,Wednesday,5,20,17720,0.001693002257336343
1406,2013-05-16,88,2013,Thursday,5,20,17720,0.004966139954853273
1407,2013-05-17,101,2013,Friday,5,20,17720,0.0056997742663656885
1408,2013-05-18,100,2013,Saturday,5,20,17720,0.0056433408577878106
1409,2013-05-19,27,2013,Sunday,5,20,17720,0.0015237020316027088
1410,2013-05-21,137,2013,Tuesday,5,21,17720,0.0077313769751693
1411,2013-05-22,73,2013,Wednesday,5,21,17720,0.004119638826185101
1412,2013-05-23,99,2013,Thursday,5,21,17720,0.005586907449209933
1413,2013-05-24,70,2013,Friday,5,21,17720,0.0039503386004514675
1414,2013-05-25,110,2013,Saturday,5,21,17720,0.006207674943566591
1415,2013-05-26,80,2013,Sunday,5,21,17720,0.004514672686230248
1416,2013-05-27,27,2013,Monday,5,22,17720,0.0015237020316027088
1417,2013-05-28,99,2013,Tuesday,5,22,17720,0.005586907449209933
1418,2013-05-29,119,2013,Wednesday,5,22,17720,0.006715575620767494
1419,2013-05-30,92,2013,Thursday,5,22,17720,0.005191873589164785
1420,2013-05-31,16,2013,Friday,5,22,17720,0.0009029345372460496
1421,2013-06-01,121,2013,Saturday,6,22,17720,0.00682844243792325
1422,2013-06-02,26,2013,Sunday,6,22,17720,0.0014672686230248306
1423,2013-06-04,196,2013,Tuesday,6,23,17720,0.011060948081264108
1424,2013-06-05,107,2013,Wednesday,6,23,17720,0.006038374717832957
1425,2013-06-06,106,2013,Thursday,6,23,17720,0.005981941309255079
1426,2013-06-07,72,2013,Friday,6,23,17720,0.004063205417607223
1427,2013-06-08,85,2013,Saturday,6,23,17720,0.004796839729119639
1428,2013-06-09,68,2013,Sunday,6,23,17720,0.003837471783295711
1429,2013-06-10,35,2013,Monday,6,24,17720,0.0019751693002257337
1430,2013-06-11,119,2013,Tuesday,6,24,17720,0.006715575620767494
1431,2013-06-12,114,2013,Wednesday,6,24,17720,0.006433408577878104
1432,2013-06-14,124,2013,Friday,6,24,17720,0.006997742663656885
1433,2013-06-15,91,2013,Saturday,6,24,17720,0.005135440180586907
1434,2013-06-17,161,2013,Monday,6,25,17720,0.009085778781038376
1435,2013-06-18,126,2013,Tuesday,6,25,17720,0.007110609480812641
1436,2013-06-19,88,2013,Wednesday,6,25,17720,0.004966139954853273
1437,2013-06-20,104,2013,Thursday,6,25,17720,0.005869074492099322
1438,2013-06-22,84,2013,Saturday,6,25,17720,0.004740406320541761
1439,2013-06-24,17,2013,Monday,6,26,17720,0.0009593679458239278
1440,2013-06-25,112,2013,Tuesday,6,26,17720,0.006320541760722348
1441,2013-06-26,81,2013,Wednesday,6,26,17720,0.004571106094808127
1442,2013-06-27,69,2013,Thursday,6,26,17720,0.003893905191873589
1443,2013-06-28,94,2013,Friday,6,26,17720,0.005304740406320542
1444,2013-06-29,79,2013,Saturday,6,26,17720,0.00445823927765237
1445,2013-06-30,112,2013,Sunday,6,26,17720,0.006320541760722348
1446,2013-07-02,21,2013,Tuesday,7,27,17720,0.0011851015801354402
1447,2013-07-03,111,2013,Wednesday,7,27,17720,0.00626410835214447
1448,2013-07-04,78,2013,Thursday,7,27,17720,0.004401805869074492
1449,2013-07-05,44,2013,Friday,7,27,17720,0.0024830699774266367
1450,2013-07-06,49,2013,Saturday,7,27,17720,0.002765237020316027
1451,2013-07-08,112,2013,Monday,7,28,17720,0.006320541760722348
1452,2013-07-10,77,2013,Wednesday,7,28,17720,0.004345372460496614
1453,2013-07-11,46,2013,Thursday,7,28,17720,0.0025959367945823926
1454,2013-07-12,41,2013,Friday,7,28,17720,0.0023137697516930024
1455,2013-07-13,28,2013,Saturday,7,28,17720,0.001580135440180587
1456,2013-07-14,19,2013,Sunday,7,28,17720,0.001072234762979684
1457,2013-07-16,88,2013,Tuesday,7,29,17720,0.004966139954853273
1458,2013-07-17,50,2013,Wednesday,7,29,17720,0.0028216704288939053
1459,2013-07-18,60,2013,Thursday,7,29,17720,0.003386004514672686
1460,2013-07-19,33,2013,Friday,7,29,17720,0.0018623024830699774
1461,2013-07-20,59,2013,Saturday,7,29,17720,0.003329571106094808
1462,2013-07-21,54,2013,Sunday,7,29,17720,0.0030474040632054175
1463,2013-07-22,24,2013,Monday,7,30,17720,0.0013544018058690745
1464,2013-07-23,73,2013,Tuesday,7,30,17720,0.004119638826185101
1465,2013-07-24,57,2013,Wednesday,7,30,17720,0.003216704288939052
1466,2013-07-25,52,2013,Thursday,7,30,17720,0.002934537246049661
1467,2013-07-26,62,2013,Friday,7,30,17720,0.0034988713318284425
1468,2013-07-27,32,2013,Saturday,7,30,17720,0.0018058690744920992
1469,2013-07-28,45,2013,Sunday,7,30,17720,0.0025395033860045146
1470,2013-07-29,45,2013,Monday,7,31,17720,0.0025395033860045146
1471,2013-07-30,50,2013,Tuesday,7,31,17720,0.0028216704288939053
1472,2013-07-31,38,2013,Wednesday,7,31,17720,0.002144469525959368
1473,2013-08-02,97,2013,Friday,8,31,17720,0.005474040632054176
1474,2013-08-03,54,2013,Saturday,8,31,17720,0.0030474040632054175
1475,2013-08-04,65,2013,Sunday,8,31,17720,0.003668171557562077
1476,2013-08-05,72,2013,Monday,8,32,17720,0.004063205417607223
1477,2013-08-06,55,2013,Tuesday,8,32,17720,0.0031038374717832955
1478,2013-08-08,10,2013,Thursday,8,32,17720,0.000564334085778781
1479,2013-08-09,77,2013,Friday,8,32,17720,0.004345372460496614
1480,2013-08-10,82,2013,Saturday,8,32,17720,0.004627539503386005
1481,2013-08-11,48,2013,Sunday,8,32,17720,0.002708803611738149
1482,2013-08-12,62,2013,Monday,8,33,17720,0.0034988713318284425
1483,2013-08-13,21,2013,Tuesday,8,33,17720,0.0011851015801354402
1484,2013-08-14,23,2013,Wednesday,8,33,17720,0.0012979683972911963
1485,2013-08-15,8,2013,Thursday,8,33,17720,0.0004514672686230248
1486,2013-08-16,28,2013,Friday,8,33,17720,0.001580135440180587
1487,2013-08-17,14,2013,Saturday,8,33,17720,0.0007900677200902935
1488,2013-08-18,28,2013,Sunday,8,33,17720,0.001580135440180587
1489,2013-08-19,30,2013,Monday,8,34,17720,0.001693002257336343
1490,2013-08-20,36,2013,Tuesday,8,34,17720,0.0020316027088036117
1491,2013-08-21,20,2013,Wednesday,8,34,17720,0.001128668171557562
1492,2013-08-22,39,2013,Thursday,8,34,17720,0.002200902934537246
1493,2013-08-23,14,2013,Friday,8,34,17720,0.0007900677200902935
1494,2013-08-24,37,2013,Saturday,8,34,17720,0.0020880361173814897
1495,2013-08-25,20,2013,Sunday,8,34,17720,0.001128668171557562
1496,2013-08-26,67,2013,Monday,8,35,17720,0.003781038374717833
1497,2013-08-27,22,2013,Tuesday,8,35,17720,0.0012415349887133183
1498,2013-08-28,74,2013,Wednesday,8,35,17720,0.004176072234762979
1499,2013-08-29,35,2013,Thursday,8,35,17720,0.0019751693002257337
1500,2013-08-30,96,2013,Friday,8,35,17720,0.005417607223476298
1501,2013-08-31,49,2013,Saturday,8,35,17720,0.002765237020316027
1502,2013-09-03,182,2013,Tuesday,9,36,17720,0.010270880361173814
1503,2013-09-04,136,2013,Wednesday,9,36,17720,0.007674943566591422
1504,2013-09-05,130,2013,Thursday,9,36,17720,0.007336343115124154
1505,2013-09-06,102,2013,Friday,9,36,17720,0.0057562076749435665
1506,2013-09-07,144,2013,Saturday,9,36,17720,0.008126410835214447
1507,2013-09-09,187,2013,Monday,9,37,17720,0.010553047404063206
1508,2013-09-10,176,2013,Tuesday,9,37,17720,0.009932279909706547
1509,2013-09-11,195,2013,Wednesday,9,37,17720,0.01100451467268623
1510,2013-09-13,221,2013,Friday,9,37,17720,0.012471783295711062
1511,2013-09-15,219,2013,Sunday,9,37,17720,0.012358916478555304
1512,2013-09-17,379,2013,Tuesday,9,38,17720,0.0213882618510158
1513,2013-09-19,327,2013,Thursday,9,38,17720,0.01845372460496614
1514,2013-09-20,250,2013,Friday,9,38,17720,0.014108352144469526
1515,2013-09-21,231,2013,Saturday,9,38,17720,0.013036117381489841
1516,2013-09-24,279,2013,Tuesday,9,39,17720,0.015744920993227992
1517,2013-09-25,204,2013,Wednesday,9,39,17720,0.011512415349887133
1518,2013-09-26,150,2013,Thursday,9,39,17720,0.008465011286681716
1519,2013-09-27,135,2013,Friday,9,39,17720,0.007618510158013544
1520,2013-09-28,109,2013,Saturday,9,39,17720,0.006151241534988713
1521,2013-09-29,123,2013,Sunday,9,39,17720,0.006941309255079007
1522,2013-09-30,157,2013,Monday,9,40,17720,0.008860045146726862
1523,2013-10-01,203,2013,Tuesday,10,40,17720,0.011455981941309255
1524,2013-10-03,197,2013,Thursday,10,40,17720,0.011117381489841987
1525,2013-10-04,123,2013,Friday,10,40,17720,0.006941309255079007
1526,2013-10-05,102,2013,Saturday,10,40,17720,0.0057562076749435665
1527,2013-10-06,98,2013,Sunday,10,40,17720,0.005530474040632054
1528,2013-10-07,159,2013,Monday,10,41,17720,0.008972911963882618
1529,2013-10-08,101,2013,Tuesday,10,41,17720,0.0056997742663656885
1530,2013-10-09,119,2013,Wednesday,10,41,17720,0.006715575620767494
1531,2013-10-10,84,2013,Thursday,10,41,17720,0.004740406320541761
1532,2013-10-11,72,2013,Friday,10,41,17720,0.004063205417607223
1533,2013-10-12,39,2013,Saturday,10,41,17720,0.002200902934537246
1534,2013-10-13,52,2013,Sunday,10,41,17720,0.002934537246049661
1535,2013-10-14,64,2013,Monday,10,42,17720,0.0036117381489841984
1536,2013-10-15,92,2013,Tuesday,10,42,17720,0.005191873589164785
1537,2013-10-16,75,2013,Wednesday,10,42,17720,0.004232505643340858
1538,2013-10-17,64,2013,Thursday,10,42,17720,0.0036117381489841984
1539,2013-10-18,36,2013,Friday,10,42,17720,0.0020316027088036117
1540,2013-10-19,26,2013,Saturday,10,42,17720,0.0014672686230248306
1541,2013-10-20,26,2013,Sunday,10,42,17720,0.0014672686230248306
1542,2013-10-21,38,2013,Monday,10,43,17720,0.002144469525959368
1543,2013-10-22,33,2013,Tuesday,10,43,17720,0.0018623024830699774
1544,2013-10-23,36,2013,Wednesday,10,43,17720,0.0020316027088036117
1545,2013-10-24,35,2013,Thursday,10,43,17720,0.0019751693002257337
1546,2013-10-25,23,2013,Friday,10,43,17720,0.0012979683972911963
1547,2013-10-26,11,2013,Saturday,10,43,17720,0.0006207674943566592
1548,2013-10-27,27,2013,Sunday,10,43,17720,0.0015237020316027088
1549,2013-10-28,32,2013,Monday,10,44,17720,0.0018058690744920992
1550,2013-10-29,43,2013,Tuesday,10,44,17720,0.0024266365688487583
1551,2013-10-30,53,2013,Wednesday,10,44,17720,0.0029909706546275396
1552,2013-10-31,49,2013,Thursday,10,44,17720,0.002765237020316027
1553,2013-11-01,76,2013,Friday,11,44,17720,0.004288939051918736
1554,2013-11-02,42,2013,Saturday,11,44,17720,0.0023702031602708803
1555,2013-11-03,37,2013,Sunday,11,44,17720,0.0020880361173814897
1556,2013-11-04,39,2013,Monday,11,45,17720,0.002200902934537246
1557,2013-11-05,43,2013,Tuesday,11,45,17720,0.0024266365688487583
1558,2013-11-06,33,2013,Wednesday,11,45,17720,0.0018623024830699774
1559,2013-11-07,25,2013,Thursday,11,45,17720,0.0014108352144469526
1560,2013-11-08,11,2013,Friday,11,45,17720,0.0006207674943566592
1561,2013-11-09,8,2013,Saturday,11,45,17720,0.0004514672686230248
1562,2013-11-10,9,2013,Sunday,11,45,17720,0.0005079006772009029
1563,2013-11-11,13,2013,Monday,11,46,17720,0.0007336343115124153
1564,2013-11-12,8,2013,Tuesday,11,46,17720,0.0004514672686230248
1565,2013-11-13,6,2013,Wednesday,11,46,17720,0.0003386004514672686
1566,2013-11-14,4,2013,Thursday,11,46,17720,0.0002257336343115124
1567,2013-11-15,4,2013,Friday,11,46,17720,0.0002257336343115124
1568,2013-11-16,3,2013,Saturday,11,46,17720,0.0001693002257336343
1569,2013-11-17,6,2013,Sunday,11,46,17720,0.0003386004514672686
1570,2013-11-18,11,2013,Monday,11,47,17720,0.0006207674943566592
1571,2013-11-19,7,2013,Tuesday,11,47,17720,0.00039503386004514674
1572,2013-11-20,11,2013,Wednesday,11,47,17720,0.0006207674943566592
1573,2013-11-21,5,2013,Thursday,11,47,17720,0.0002821670428893905
1574,2013-11-22,3,2013,Friday,11,47,17720,0.0001693002257336343
1575,2013-11-23,4,2013,Saturday,11,47,17720,0.0002257336343115124
1576,2013-11-24,1,2013,Sunday,11,47,17720,5.64334085778781e-05
1577,2013-11-25,4,2013,Monday,11,48,17720,0.0002257336343115124
1578,2013-11-26,1,2013,Tuesday,11,48,17720,5.64334085778781e-05
1579,2013-11-27,2,2013,Wednesday,11,48,17720,0.0001128668171557562
1580,2013-11-28,1,2013,Thursday,11,48,17720,5.64334085778781e-05
1581,2013-12-01,1,2013,Sunday,12,48,17720,5.64334085778781e-05
1582,2013-12-02,4,2013,Monday,12,49,17720,0.0002257336343115124
1583,2013-12-03,2,2013,Tuesday,12,49,17720,0.0001128668171557562
1584,2013-12-04,1,2013,Wednesday,12,49,17720,5.64334085778781e-05
1585,2013-12-05,1,2013,Thursday,12,49,17720,5.64334085778781e-05
1586,2013-12-07,1,2013,Saturday,12,49,17720,5.64334085778781e-05
1587,2013-12-15,2,2013,Sunday,12,50,17720,0.0001128668171557562
1588,2013-12-16,6,2013,Monday,12,51,17720,0.0003386004514672686
1589,2013-12-17,8,2013,Tuesday,12,51,17720,0.0004514672686230248
1590,2013-12-18,9,2013,Wednesday,12,51,17720,0.0005079006772009029
1591,2013-12-19,7,2013,Thursday,12,51,17720,0.00039503386004514674
1592,2013-12-20,9,2013,Friday,12,51,17720,0.0005079006772009029
1593,2013-12-21,5,2013,Saturday,12,51,17720,0.0002821670428893905
1594,2013-12-22,4,2013,Sunday,12,51,17720,0.0002257336343115124
1595,2013-12-23,1,2013,Monday,12,52,17720,5.64334085778781e-05
1596,2013-12-24,1,2013,Tuesday,12,52,17720,5.64334085778781e-05
1597,2013-12-25,2,2013,Wednesday,12,52,17720,0.0001128668171557562
1598,2013-12-26,2,2013,Thursday,12,52,17720,0.0001128668171557562
1599,2013-12-27,2,2013,Friday,12,52,17720,0.0001128668171557562
1600,2013-12-28,2,2013,Saturday,12,52,17720,0.0001128668171557562
1601,2013-12-29,6,2013,Sunday,12,52,17720,0.0003386004514672686
1602,2013-12-30,5,2013,Monday,12,1,17720,0.0002821670428893905
1603,2013-12-31,7,2013,Tuesday,12,1,17720,0.00039503386004514674
1604,2014-01-01,3,2014,Wednesday,1,1,17543,0.0001710083794105911
1605,2014-01-02,7,2014,Thursday,1,1,17543,0.00039901955195804597
1606,2014-01-03,7,2014,Friday,1,1,17543,0.00039901955195804597
1607,2014-01-04,4,2014,Saturday,1,1,17543,0.00022801117254745484
1608,2014-01-05,7,2014,Sunday,1,1,17543,0.00039901955195804597
1609,2014-01-06,9,2014,Monday,1,2,17543,0.0005130251382317733
1610,2014-01-07,6,2014,Tuesday,1,2,17543,0.0003420167588211822
1611,2014-01-08,5,2014,Wednesday,1,2,17543,0.0002850139656843185
1612,2014-01-09,3,2014,Thursday,1,2,17543,0.0001710083794105911
1613,2014-01-10,2,2014,Friday,1,2,17543,0.00011400558627372742
1614,2014-01-11,1,2014,Saturday,1,2,17543,5.700279313686371e-05
1615,2014-01-12,3,2014,Sunday,1,2,17543,0.0001710083794105911
1616,2014-01-13,6,2014,Monday,1,3,17543,0.0003420167588211822
1617,2014-01-14,3,2014,Tuesday,1,3,17543,0.0001710083794105911
1618,2014-01-15,5,2014,Wednesday,1,3,17543,0.0002850139656843185
1619,2014-01-16,3,2014,Thursday,1,3,17543,0.0001710083794105911
1620,2014-01-17,7,2014,Friday,1,3,17543,0.00039901955195804597
1621,2014-01-18,5,2014,Saturday,1,3,17543,0.0002850139656843185
1622,2014-01-19,6,2014,Sunday,1,3,17543,0.0003420167588211822
1623,2014-01-20,8,2014,Monday,1,4,17543,0.00045602234509490967
1624,2014-01-21,4,2014,Tuesday,1,4,17543,0.00022801117254745484
1625,2014-01-22,3,2014,Wednesday,1,4,17543,0.0001710083794105911
1626,2014-01-23,3,2014,Thursday,1,4,17543,0.0001710083794105911
1627,2014-01-24,3,2014,Friday,1,4,17543,0.0001710083794105911
1628,2014-01-25,3,2014,Saturday,1,4,17543,0.0001710083794105911
1629,2014-01-26,1,2014,Sunday,1,4,17543,5.700279313686371e-05
1630,2014-01-27,3,2014,Monday,1,5,17543,0.0001710083794105911
1631,2014-01-28,2,2014,Tuesday,1,5,17543,0.00011400558627372742
1632,2014-01-29,1,2014,Wednesday,1,5,17543,5.700279313686371e-05
1633,2014-01-30,2,2014,Thursday,1,5,17543,0.00011400558627372742
1634,2014-01-31,2,2014,Friday,1,5,17543,0.00011400558627372742
1635,2014-02-01,6,2014,Saturday,2,5,17543,0.0003420167588211822
1636,2014-02-02,6,2014,Sunday,2,5,17543,0.0003420167588211822
1637,2014-02-03,5,2014,Monday,2,6,17543,0.0002850139656843185
1638,2014-02-04,8,2014,Tuesday,2,6,17543,0.00045602234509490967
1639,2014-02-05,6,2014,Wednesday,2,6,17543,0.0003420167588211822
1640,2014-02-06,3,2014,Thursday,2,6,17543,0.0001710083794105911
1641,2014-02-07,5,2014,Friday,2,6,17543,0.0002850139656843185
1642,2014-02-08,4,2014,Saturday,2,6,17543,0.00022801117254745484
1643,2014-02-09,5,2014,Sunday,2,6,17543,0.0002850139656843185
1644,2014-02-10,7,2014,Monday,2,7,17543,0.00039901955195804597
1645,2014-02-11,8,2014,Tuesday,2,7,17543,0.00045602234509490967
1646,2014-02-12,4,2014,Wednesday,2,7,17543,0.00022801117254745484
1647,2014-02-13,7,2014,Thursday,2,7,17543,0.00039901955195804597
1648,2014-02-14,4,2014,Friday,2,7,17543,0.00022801117254745484
1649,2014-02-15,3,2014,Saturday,2,7,17543,0.0001710083794105911
1650,2014-02-16,5,2014,Sunday,2,7,17543,0.0002850139656843185
1651,2014-02-17,10,2014,Monday,2,8,17543,0.000570027931368637
1652,2014-02-18,15,2014,Tuesday,2,8,17543,0.0008550418970529556
1653,2014-02-19,6,2014,Wednesday,2,8,17543,0.0003420167588211822
1654,2014-02-20,9,2014,Thursday,2,8,17543,0.0005130251382317733
1655,2014-02-21,6,2014,Friday,2,8,17543,0.0003420167588211822
1656,2014-02-22,6,2014,Saturday,2,8,17543,0.0003420167588211822
1657,2014-02-23,10,2014,Sunday,2,8,17543,0.000570027931368637
1658,2014-02-24,23,2014,Monday,2,9,17543,0.0013110642421478652
1659,2014-02-25,26,2014,Tuesday,2,9,17543,0.0014820726215584563
1660,2014-02-26,33,2014,Wednesday,2,9,17543,0.0018810921735165024
1661,2014-02-27,33,2014,Thursday,2,9,17543,0.0018810921735165024
1662,2014-02-28,34,2014,Friday,2,9,17543,0.001938094966653366
1663,2014-03-01,15,2014,Saturday,3,9,17543,0.0008550418970529556
1664,2014-03-02,16,2014,Sunday,3,9,17543,0.0009120446901898193
1665,2014-03-03,20,2014,Monday,3,10,17543,0.001140055862737274
1666,2014-03-04,25,2014,Tuesday,3,10,17543,0.0014250698284215926
1667,2014-03-05,23,2014,Wednesday,3,10,17543,0.0013110642421478652
1668,2014-03-06,23,2014,Thursday,3,10,17543,0.0013110642421478652
1669,2014-03-07,27,2014,Friday,3,10,17543,0.0015390754146953202
1670,2014-03-08,28,2014,Saturday,3,10,17543,0.0015960782078321839
1671,2014-03-09,34,2014,Sunday,3,10,17543,0.001938094966653366
1672,2014-03-10,44,2014,Monday,3,11,17543,0.002508122898022003
1673,2014-03-11,38,2014,Tuesday,3,11,17543,0.0021661061392008207
1674,2014-03-12,42,2014,Wednesday,3,11,17543,0.0023941173117482755
1675,2014-03-13,52,2014,Thursday,3,11,17543,0.0029641452431169125
1676,2014-03-14,47,2014,Friday,3,11,17543,0.0026791312774325942
1677,2014-03-15,47,2014,Saturday,3,11,17543,0.0026791312774325942
1678,2014-03-16,57,2014,Sunday,3,11,17543,0.0032491592088012312
1679,2014-03-17,78,2014,Monday,3,12,17543,0.004446217864675369
1680,2014-03-18,47,2014,Tuesday,3,12,17543,0.0026791312774325942
1681,2014-03-19,45,2014,Wednesday,3,12,17543,0.002565125691158867
1682,2014-03-20,36,2014,Thursday,3,12,17543,0.0020521005529270933
1683,2014-03-21,39,2014,Friday,3,12,17543,0.0022231089323376846
1684,2014-03-22,35,2014,Saturday,3,12,17543,0.00199509775979023
1685,2014-03-23,45,2014,Sunday,3,12,17543,0.002565125691158867
1686,2014-03-24,67,2014,Monday,3,13,17543,0.0038191871401698683
1687,2014-03-25,77,2014,Tuesday,3,13,17543,0.004389215071538505
1688,2014-03-26,49,2014,Wednesday,3,13,17543,0.0027931368637063216
1689,2014-03-27,58,2014,Thursday,3,13,17543,0.003306162001938095
1690,2014-03-28,57,2014,Friday,3,13,17543,0.0032491592088012312
1691,2014-03-29,40,2014,Saturday,3,13,17543,0.002280111725474548
1692,2014-03-30,60,2014,Sunday,3,13,17543,0.0034201675882118226
1693,2014-03-31,71,2014,Monday,3,14,17543,0.0040471983127173235
1694,2014-04-01,51,2014,Tuesday,4,14,17543,0.002907142449980049
1695,2014-04-02,31,2014,Wednesday,4,14,17543,0.001767086587242775
1696,2014-04-04,70,2014,Friday,4,14,17543,0.00399019551958046
1697,2014-04-05,64,2014,Saturday,4,14,17543,0.0036481787607592774
1698,2014-04-06,93,2014,Sunday,4,14,17543,0.0053012597617283245
1699,2014-04-07,65,2014,Monday,4,15,17543,0.003705181553896141
1700,2014-04-08,103,2014,Tuesday,4,15,17543,0.005871287693096962
1701,2014-04-09,53,2014,Wednesday,4,15,17543,0.0030211480362537764
1702,2014-04-10,92,2014,Thursday,4,15,17543,0.005244256968591461
1703,2014-04-12,22,2014,Saturday,4,15,17543,0.0012540614490110014
1704,2014-04-13,78,2014,Sunday,4,15,17543,0.004446217864675369
1705,2014-04-14,122,2014,Monday,4,16,17543,0.006954340762697372
1706,2014-04-15,88,2014,Tuesday,4,16,17543,0.005016245796044006
1707,2014-04-16,118,2014,Wednesday,4,16,17543,0.006726329590149917
1708,2014-04-17,66,2014,Thursday,4,16,17543,0.0037621843470330048
1709,2014-04-18,118,2014,Friday,4,16,17543,0.006726329590149917
1710,2014-04-19,68,2014,Saturday,4,16,17543,0.003876189933306732
1711,2014-04-20,101,2014,Sunday,4,16,17543,0.005757282106823234
1712,2014-04-22,144,2014,Tuesday,4,17,17543,0.008208402211708373
1713,2014-04-23,115,2014,Wednesday,4,17,17543,0.006555321210739326
1714,2014-04-24,170,2014,Thursday,4,17,17543,0.00969047483326683
1715,2014-04-25,120,2014,Friday,4,17,17543,0.006840335176423645
1716,2014-04-26,44,2014,Saturday,4,17,17543,0.002508122898022003
