"STATION","NAME","DATE","TMAX"
"USC00026471","PHANTOM RANCH, AZ US","2010-10-10","83"
"USC00026471","PHANTOM RANCH, AZ US","2010-10-11","85"
"USC00026471","PHANTOM RANCH, AZ US","2010-10-12","88"
"USC00026471","PHANTOM RANCH, AZ US","2010-10-13","88"
"USC00026471","PHANTOM RANCH, AZ US","2010-10-14","88"
"USC00026471","PHANTOM RANCH, AZ US","2010-10-15","88"
"USC00026471","PHANTOM RANCH, AZ US","2010-10-16","84"
"USC00026471","PHANTOM RANCH, AZ US","2010-10-17","81"
"USC00026471","PHANTOM RANCH, AZ US","2010-10-18","77"
"USC00026471","PHANTOM RANCH, AZ US","2010-10-19","78"
"USC00026471","PHANTOM RANCH, AZ US","2010-10-20","57"
"USC00026471","PHANTOM RANCH, AZ US","2010-10-21","63"
"USC00026471","PHANTOM RANCH, AZ US","2010-10-22","67"
"USC00026471","PHANTOM RANCH, AZ US","2010-10-23","68"
"USC00026471","PHANTOM RANCH, AZ US","2010-10-24","70"
"USC00026471","PHANTOM RANCH, AZ US","2010-10-25","70"
"USC00026471","PHANTOM RANCH, AZ US","2010-10-26","70"
"USC00026471","PHANTOM RANCH, AZ US","2010-10-27","65"
"USC00026471","PHANTOM RANCH, AZ US","2010-10-28","69"
"USC00026471","PHANTOM RANCH, AZ US","2010-10-29","73"
"USC00026471","PHANTOM RANCH, AZ US","2010-10-30","79"
"USC00026471","PHANTOM RANCH, AZ US","2010-10-31","72"
"USC00026471","PHANTOM RANCH, AZ US","2010-11-01","77"
"USC00026471","PHANTOM RANCH, AZ US","2010-11-02","79"
"USC00026471","PHANTOM RANCH, AZ US","2010-11-03","82"
"USC00026471","PHANTOM RANCH, AZ US","2010-11-04","78"
"USC00026471","PHANTOM RANCH, AZ US","2010-11-05","78"
"USC00026471","PHANTOM RANCH, AZ US","2010-11-06","79"
"USC00026471","PHANTOM RANCH, AZ US","2010-11-07","81"
"USC00026471","PHANTOM RANCH, AZ US","2010-11-08","69"
"USC00026471","PHANTOM RANCH, AZ US","2010-11-09","60"
"USC00026471","PHANTOM RANCH, AZ US","2010-11-10","59"
"USC00026471","PHANTOM RANCH, AZ US","2010-11-11","61"
"USC00026471","PHANTOM RANCH, AZ US","2010-11-12","63"
"USC00026471","PHANTOM RANCH, AZ US","2010-11-13","64"
"USC00026471","PHANTOM RANCH, AZ US","2010-11-14","63"
"USC00026471","PHANTOM RANCH, AZ US","2010-11-15","69"
"USC00026471","PHANTOM RANCH, AZ US","2010-11-16","73"
"USC00026471","PHANTOM RANCH, AZ US","2010-11-17","68"
"USC00026471","PHANTOM RANCH, AZ US","2010-11-18","66"
"USC00026471","PHANTOM RANCH, AZ US","2010-11-19","72"
"USC00026471","PHANTOM RANCH, AZ US","2010-11-20","71"
"USC00026471","PHANTOM RANCH, AZ US","2010-11-21","59"
"USC00026471","PHANTOM RANCH, AZ US","2010-11-22","56"
"USC00026471","PHANTOM RANCH, AZ US","2010-11-23","59"
"USC00026471","PHANTOM RANCH, AZ US","2010-11-24","54"
"USC00026471","PHANTOM RANCH, AZ US","2010-11-25","49"
"USC00026471","PHANTOM RANCH, AZ US","2010-11-26","56"
"USC00026471","PHANTOM RANCH, AZ US","2010-11-27","55"
"USC00026471","PHANTOM RANCH, AZ US","2010-11-28","56"
"USC00026471","PHANTOM RANCH, AZ US","2010-11-29","48"
"USC00026471","PHANTOM RANCH, AZ US","2010-11-30","52"
"USC00026471","PHANTOM RANCH, AZ US","2010-12-01","56"
"USC00026471","PHANTOM RANCH, AZ US","2010-12-02","60"
"USC00026471","PHANTOM RANCH, AZ US","2010-12-03","57"
"USC00026471","PHANTOM RANCH, AZ US","2010-12-04","58"
"USC00026471","PHANTOM RANCH, AZ US","2010-12-05","59"
"USC00026471","PHANTOM RANCH, AZ US","2010-12-06","65"
"USC00026471","PHANTOM RANCH, AZ US","2010-12-07","64"
"USC00026471","PHANTOM RANCH, AZ US","2010-12-08","59"
"USC00026471","PHANTOM RANCH, AZ US","2010-12-09","59"
"USC00026471","PHANTOM RANCH, AZ US","2010-12-10","62"
"USC00026471","PHANTOM RANCH, AZ US","2010-12-11","64"
"USC00026471","PHANTOM RANCH, AZ US","2010-12-12","66"
"USC00026471","PHANTOM RANCH, AZ US","2010-12-13","63"
"USC00026471","PHANTOM RANCH, AZ US","2010-12-14","68"
"USC00026471","PHANTOM RANCH, AZ US","2010-12-15","66"
"USC00026471","PHANTOM RANCH, AZ US","2010-12-16","56"
"USC00026471","PHANTOM RANCH, AZ US","2010-12-17","55"
"USC00026471","PHANTOM RANCH, AZ US","2010-12-18","52"
"USC00026471","PHANTOM RANCH, AZ US","2010-12-19","62"
"USC00026471","PHANTOM RANCH, AZ US","2010-12-20","65"
"USC00026471","PHANTOM RANCH, AZ US","2010-12-21","64"
"USC00026471","PHANTOM RANCH, AZ US","2010-12-22","61"
"USC00026471","PHANTOM RANCH, AZ US","2010-12-23","59"
"USC00026471","PHANTOM RANCH, AZ US","2010-12-24",
"USC00026471","PHANTOM RANCH, AZ US","2010-12-25","60"
"USC00026471","PHANTOM RANCH, AZ US","2010-12-26","58"
"USC00026471","PHANTOM RANCH, AZ US","2010-12-27","58"
"USC00026471","PHANTOM RANCH, AZ US","2010-12-28","54"
"USC00026471","PHANTOM RANCH, AZ US","2010-12-29","54"
"USC00026471","PHANTOM RANCH, AZ US","2010-12-30","48"
"USC00026471","PHANTOM RANCH, AZ US","2010-12-31","38"
"USC00026471","PHANTOM RANCH, AZ US","2011-01-01","39"
"USC00026471","PHANTOM RANCH, AZ US","2011-01-02","40"
"USC00026471","PHANTOM RANCH, AZ US","2011-01-03","41"
"USC00026471","PHANTOM RANCH, AZ US","2011-01-04","47"
"USC00026471","PHANTOM RANCH, AZ US","2011-01-05","49"
"USC00026471","PHANTOM RANCH, AZ US","2011-01-06","53"
"USC00026471","PHANTOM RANCH, AZ US","2011-01-07","54"
"USC00026471","PHANTOM RANCH, AZ US","2011-01-08","55"
"USC00026471","PHANTOM RANCH, AZ US","2011-01-09","59"
"USC00026471","PHANTOM RANCH, AZ US","2011-01-10","50"
"USC00026471","PHANTOM RANCH, AZ US","2011-01-11","42"
"USC00026471","PHANTOM RANCH, AZ US","2011-01-12","52"
"USC00026471","PHANTOM RANCH, AZ US","2011-01-13","53"
"USC00026471","PHANTOM RANCH, AZ US","2011-01-14","58"
"USC00026471","PHANTOM RANCH, AZ US","2011-01-15","60"
"USC00026471","PHANTOM RANCH, AZ US","2011-01-16","66"
"USC00026471","PHANTOM RANCH, AZ US","2011-01-17","66"
"USC00026471","PHANTOM RANCH, AZ US","2011-01-18","66"
"USC00026471","PHANTOM RANCH, AZ US","2011-01-19","69"
"USC00026471","PHANTOM RANCH, AZ US","2011-01-20","59"
"USC00026471","PHANTOM RANCH, AZ US","2011-01-21","60"
"USC00026471","PHANTOM RANCH, AZ US","2011-01-22","60"
"USC00026471","PHANTOM RANCH, AZ US","2011-01-23","60"
"USC00026471","PHANTOM RANCH, AZ US","2011-01-24","62"
"USC00026471","PHANTOM RANCH, AZ US","2011-01-25","60"
"USC00026471","PHANTOM RANCH, AZ US","2011-01-26","63"
"USC00026471","PHANTOM RANCH, AZ US","2011-01-27","62"
"USC00026471","PHANTOM RANCH, AZ US","2011-01-28","64"
"USC00026471","PHANTOM RANCH, AZ US","2011-01-29","68"
"USC00026471","PHANTOM RANCH, AZ US","2011-01-30","67"
"USC00026471","PHANTOM RANCH, AZ US","2011-01-31","59"
"USC00026471","PHANTOM RANCH, AZ US","2011-02-01","49"
"USC00026471","PHANTOM RANCH, AZ US","2011-02-02","38"
"USC00026471","PHANTOM RANCH, AZ US","2011-02-03","46"
"USC00026471","PHANTOM RANCH, AZ US","2011-02-04","57"
"USC00026471","PHANTOM RANCH, AZ US","2011-02-05","66"
"USC00026471","PHANTOM RANCH, AZ US","2011-02-06","62"
"USC00026471","PHANTOM RANCH, AZ US","2011-02-07","66"
"USC00026471","PHANTOM RANCH, AZ US","2011-02-08","69"
"USC00026471","PHANTOM RANCH, AZ US","2011-02-09","52"
"USC00026471","PHANTOM RANCH, AZ US","2011-02-10","54"
"USC00026471","PHANTOM RANCH, AZ US","2011-02-11","62"
"USC00026471","PHANTOM RANCH, AZ US","2011-02-12","66"
"USC00026471","PHANTOM RANCH, AZ US","2011-02-13","66"
"USC00026471","PHANTOM RANCH, AZ US","2011-02-14","68"
"USC00026471","PHANTOM RANCH, AZ US","2011-02-15","68"
"USC00026471","PHANTOM RANCH, AZ US","2011-02-16","69"
"USC00026471","PHANTOM RANCH, AZ US","2011-02-17","70"
"USC00026471","PHANTOM RANCH, AZ US","2011-02-18","69"
"USC00026471","PHANTOM RANCH, AZ US","2011-02-19","66"
"USC00026471","PHANTOM RANCH, AZ US","2011-02-20","51"
"USC00026471","PHANTOM RANCH, AZ US","2011-02-21","54"
"USC00026471","PHANTOM RANCH, AZ US","2011-02-22","60"
"USC00026471","PHANTOM RANCH, AZ US","2011-02-23","61"
"USC00026471","PHANTOM RANCH, AZ US","2011-02-24","63"
"USC00026471","PHANTOM RANCH, AZ US","2011-02-25","61"
"USC00026471","PHANTOM RANCH, AZ US","2011-02-26","59"
"USC00026471","PHANTOM RANCH, AZ US","2011-02-27","48"
"USC00026471","PHANTOM RANCH, AZ US","2011-02-28","58"
"USC00026471","PHANTOM RANCH, AZ US","2011-03-01","64"
"USC00026471","PHANTOM RANCH, AZ US","2011-03-02","67"
"USC00026471","PHANTOM RANCH, AZ US","2011-03-03","73"
"USC00026471","PHANTOM RANCH, AZ US","2011-03-04","70"
"USC00026471","PHANTOM RANCH, AZ US","2011-03-05","70"
"USC00026471","PHANTOM RANCH, AZ US","2011-03-06","72"
"USC00026471","PHANTOM RANCH, AZ US","2011-03-07","70"
"USC00026471","PHANTOM RANCH, AZ US","2011-03-08","60"
"USC00026471","PHANTOM RANCH, AZ US","2011-03-09","69"
"USC00026471","PHANTOM RANCH, AZ US","2011-03-10","72"
"USC00026471","PHANTOM RANCH, AZ US","2011-03-11","80"
"USC00026471","PHANTOM RANCH, AZ US","2011-03-12","81"
"USC00026471","PHANTOM RANCH, AZ US","2011-03-13","78"
"USC00026471","PHANTOM RANCH, AZ US","2011-03-14","78"
"USC00026471","PHANTOM RANCH, AZ US","2011-03-15","80"
"USC00026471","PHANTOM RANCH, AZ US","2011-03-16","83"
"USC00026471","PHANTOM RANCH, AZ US","2011-03-17","80"
"USC00026471","PHANTOM RANCH, AZ US","2011-03-18","79"
"USC00026471","PHANTOM RANCH, AZ US","2011-03-19","79"
"USC00026471","PHANTOM RANCH, AZ US","2011-03-20","73"
"USC00026471","PHANTOM RANCH, AZ US","2011-03-21","69"
"USC00026471","PHANTOM RANCH, AZ US","2011-03-22","61"
"USC00026471","PHANTOM RANCH, AZ US","2011-03-23","68"
"USC00026471","PHANTOM RANCH, AZ US","2011-03-24","68"
"USC00026471","PHANTOM RANCH, AZ US","2011-03-25","65"
"USC00026471","PHANTOM RANCH, AZ US","2011-03-26","62"
"USC00026471","PHANTOM RANCH, AZ US","2011-03-27","72"
"USC00026471","PHANTOM RANCH, AZ US","2011-03-28","78"
"USC00026471","PHANTOM RANCH, AZ US","2011-03-29","72"
"USC00026471","PHANTOM RANCH, AZ US","2011-03-30","78"
"USC00026471","PHANTOM RANCH, AZ US","2011-03-31","85"
"USC00026471","PHANTOM RANCH, AZ US","2011-04-01","90"
"USC00026471","PHANTOM RANCH, AZ US","2011-04-02","92"
"USC00026471","PHANTOM RANCH, AZ US","2011-04-03","89"
"USC00026471","PHANTOM RANCH, AZ US","2011-04-04","70"
"USC00026471","PHANTOM RANCH, AZ US","2011-04-05","87"
"USC00026471","PHANTOM RANCH, AZ US","2011-04-06","77"
"USC00026471","PHANTOM RANCH, AZ US","2011-04-07","75"
"USC00026471","PHANTOM RANCH, AZ US","2011-04-08","68"
"USC00026471","PHANTOM RANCH, AZ US","2011-04-09","53"
"USC00026471","PHANTOM RANCH, AZ US","2011-04-10","61"
"USC00026471","PHANTOM RANCH, AZ US","2011-04-11","73"
"USC00026471","PHANTOM RANCH, AZ US","2011-04-12","80"
"USC00026471","PHANTOM RANCH, AZ US","2011-04-13","80"
"USC00026471","PHANTOM RANCH, AZ US","2011-04-14","71"
"USC00026471","PHANTOM RANCH, AZ US","2011-04-15","78"
"USC00026471","PHANTOM RANCH, AZ US","2011-04-16","85"
"USC00026471","PHANTOM RANCH, AZ US","2011-04-17","93"
"USC00026471","PHANTOM RANCH, AZ US","2011-04-18","85"
"USC00026471","PHANTOM RANCH, AZ US","2011-04-19","87"
"USC00026471","PHANTOM RANCH, AZ US","2011-04-20","89"
"USC00026471","PHANTOM RANCH, AZ US","2011-04-21","86"
"USC00026471","PHANTOM RANCH, AZ US","2011-04-22","85"
"USC00026471","PHANTOM RANCH, AZ US","2011-04-23","80"
"USC00026471","PHANTOM RANCH, AZ US","2011-04-24","81"
"USC00026471","PHANTOM RANCH, AZ US","2011-04-25","82"
"USC00026471","PHANTOM RANCH, AZ US","2011-04-26","79"
"USC00026471","PHANTOM RANCH, AZ US","2011-04-27","77"
"USC00026471","PHANTOM RANCH, AZ US","2011-04-28","90"
"USC00026471","PHANTOM RANCH, AZ US","2011-04-29","89"
"USC00026471","PHANTOM RANCH, AZ US","2011-04-30","74"
"USC00026471","PHANTOM RANCH, AZ US","2011-05-01","68"
"USC00026471","PHANTOM RANCH, AZ US","2011-05-02","77"
"USC00026471","PHANTOM RANCH, AZ US","2011-05-03","88"
"USC00026471","PHANTOM RANCH, AZ US","2011-05-04","91"
"USC00026471","PHANTOM RANCH, AZ US","2011-05-11","78"
"USC00026471","PHANTOM RANCH, AZ US","2011-05-12","89"
"USC00026471","PHANTOM RANCH, AZ US","2011-05-17","78"
"USC00026471","PHANTOM RANCH, AZ US","2011-05-18","74"
"USC00026471","PHANTOM RANCH, AZ US","2011-05-19","75"
"USC00026471","PHANTOM RANCH, AZ US","2011-05-20","79"
"USC00026471","PHANTOM RANCH, AZ US","2011-05-21","88"
"USC00026471","PHANTOM RANCH, AZ US","2011-05-22","91"
"USC00026471","PHANTOM RANCH, AZ US","2011-05-23","87"
"USC00026471","PHANTOM RANCH, AZ US","2011-05-24","87"
"USC00026471","PHANTOM RANCH, AZ US","2011-05-25","95"
"USC00026471","PHANTOM RANCH, AZ US","2011-05-26","96"
"USC00026471","PHANTOM RANCH, AZ US","2011-05-27","101"
"USC00026471","PHANTOM RANCH, AZ US","2011-05-28","98"
"USC00026471","PHANTOM RANCH, AZ US","2011-05-29","90"
"USC00026471","PHANTOM RANCH, AZ US","2011-05-30","81"
"USC00026471","PHANTOM RANCH, AZ US","2011-05-31","97"
"USC00026471","PHANTOM RANCH, AZ US","2011-06-01","96"
"USC00026471","PHANTOM RANCH, AZ US","2011-06-02","91"
"USC00026471","PHANTOM RANCH, AZ US","2011-06-03","93"
"USC00026471","PHANTOM RANCH, AZ US","2011-06-04","99"
"USC00026471","PHANTOM RANCH, AZ US","2011-06-05","102"
"USC00026471","PHANTOM RANCH, AZ US","2011-06-06","97"
"USC00026471","PHANTOM RANCH, AZ US","2011-06-07","97"
"USC00026471","PHANTOM RANCH, AZ US","2011-06-08","94"
"USC00026471","PHANTOM RANCH, AZ US","2011-06-09","96"
"USC00026471","PHANTOM RANCH, AZ US","2011-06-10","102"
"USC00026471","PHANTOM RANCH, AZ US","2011-06-11","98"
"USC00026471","PHANTOM RANCH, AZ US","2011-06-12","97"
"USC00026471","PHANTOM RANCH, AZ US","2011-06-13","99"
"USC00026471","PHANTOM RANCH, AZ US","2011-06-14","103"
"USC00026471","PHANTOM RANCH, AZ US","2011-06-15","108"
"USC00026471","PHANTOM RANCH, AZ US","2011-06-16","103"
"USC00026471","PHANTOM RANCH, AZ US","2011-06-17","94"
"USC00026471","PHANTOM RANCH, AZ US","2011-06-18","102"
"USC00026471","PHANTOM RANCH, AZ US","2011-06-19","96"
"USC00026471","PHANTOM RANCH, AZ US","2011-06-20","96"
"USC00026471","PHANTOM RANCH, AZ US","2011-06-21","103"
"USC00026471","PHANTOM RANCH, AZ US","2011-06-22","111"
"USC00026471","PHANTOM RANCH, AZ US","2011-06-23","110"
"USC00026471","PHANTOM RANCH, AZ US","2011-06-24","109"
"USC00026471","PHANTOM RANCH, AZ US","2011-06-25","107"
"USC00026471","PHANTOM RANCH, AZ US","2011-06-26","107"
"USC00026471","PHANTOM RANCH, AZ US","2011-06-27","110"
"USC00026471","PHANTOM RANCH, AZ US","2011-06-28","110"
"USC00026471","PHANTOM RANCH, AZ US","2011-06-29","105"
"USC00026471","PHANTOM RANCH, AZ US","2011-06-30","101"
"USC00026471","PHANTOM RANCH, AZ US","2011-07-01","108"
"USC00026471","PHANTOM RANCH, AZ US","2011-07-02","111"
"USC00026471","PHANTOM RANCH, AZ US","2011-07-03","109"
"USC00026471","PHANTOM RANCH, AZ US","2011-07-04","103"
"USC00026471","PHANTOM RANCH, AZ US","2011-07-05","103"
"USC00026471","PHANTOM RANCH, AZ US","2011-07-06","103"
"USC00026471","PHANTOM RANCH, AZ US","2011-07-07","102"
"USC00026471","PHANTOM RANCH, AZ US","2011-07-08","100"
"USC00026471","PHANTOM RANCH, AZ US","2011-07-09","96"
"USC00026471","PHANTOM RANCH, AZ US","2011-07-10","96"
"USC00026471","PHANTOM RANCH, AZ US","2011-07-11","94"
"USC00026471","PHANTOM RANCH, AZ US","2011-07-12","93"
"USC00026471","PHANTOM RANCH, AZ US","2011-07-13","99"
"USC00026471","PHANTOM RANCH, AZ US","2011-07-14","101"
"USC00026471","PHANTOM RANCH, AZ US","2011-07-15","101"
"USC00026471","PHANTOM RANCH, AZ US","2011-07-16","107"
"USC00026471","PHANTOM RANCH, AZ US","2011-07-17","108"
"USC00026471","PHANTOM RANCH, AZ US","2011-07-18","101"
"USC00026471","PHANTOM RANCH, AZ US","2011-07-19","105"
"USC00026471","PHANTOM RANCH, AZ US","2011-07-20","107"
"USC00026471","PHANTOM RANCH, AZ US","2011-07-21","108"
"USC00026471","PHANTOM RANCH, AZ US","2011-07-22","106"
"USC00026471","PHANTOM RANCH, AZ US","2011-07-23","106"
"USC00026471","PHANTOM RANCH, AZ US","2011-07-24","108"
"USC00026471","PHANTOM RANCH, AZ US","2011-07-25","104"
"USC00026471","PHANTOM RANCH, AZ US","2011-07-26","95"
"USC00026471","PHANTOM RANCH, AZ US","2011-07-27","103"
"USC00026471","PHANTOM RANCH, AZ US","2011-07-28","106"
"USC00026471","PHANTOM RANCH, AZ US","2011-07-29","102"
"USC00026471","PHANTOM RANCH, AZ US","2011-07-30","101"
"USC00026471","PHANTOM RANCH, AZ US","2011-07-31","95"
"USC00026471","PHANTOM RANCH, AZ US","2011-08-01","96"
"USC00026471","PHANTOM RANCH, AZ US","2011-08-02","105"
"USC00026471","PHANTOM RANCH, AZ US","2011-08-03","106"
"USC00026471","PHANTOM RANCH, AZ US","2011-08-04","99"
"USC00026471","PHANTOM RANCH, AZ US","2011-08-05","105"
"USC00026471","PHANTOM RANCH, AZ US","2011-08-06","106"
"USC00026471","PHANTOM RANCH, AZ US","2011-08-07","106"
"USC00026471","PHANTOM RANCH, AZ US","2011-08-08","107"
"USC00026471","PHANTOM RANCH, AZ US","2011-08-09","96"
"USC00026471","PHANTOM RANCH, AZ US","2011-08-10","104"
"USC00026471","PHANTOM RANCH, AZ US","2011-08-11","105"
"USC00026471","PHANTOM RANCH, AZ US","2011-08-12","107"
"USC00026471","PHANTOM RANCH, AZ US","2011-08-13","100"
"USC00026471","PHANTOM RANCH, AZ US","2011-08-14","103"
"USC00026471","PHANTOM RANCH, AZ US","2011-08-15","107"
"USC00026471","PHANTOM RANCH, AZ US","2011-08-16","109"
"USC00026471","PHANTOM RANCH, AZ US","2011-08-17","109"
"USC00026471","PHANTOM RANCH, AZ US","2011-08-18","107"
"USC00026471","PHANTOM RANCH, AZ US","2011-08-19","103"
"USC00026471","PHANTOM RANCH, AZ US","2011-08-20","105"
"USC00026471","PHANTOM RANCH, AZ US","2011-08-21","106"
"USC00026471","PHANTOM RANCH, AZ US","2011-08-22","108"
"USC00026471","PHANTOM RANCH, AZ US","2011-08-23","108"
"USC00026471","PHANTOM RANCH, AZ US","2011-08-24","107"
"USC00026471","PHANTOM RANCH, AZ US","2011-08-25","107"
"USC00026471","PHANTOM RANCH, AZ US","2011-08-26","103"
"USC00026471","PHANTOM RANCH, AZ US","2011-08-27","108"
"USC00026471","PHANTOM RANCH, AZ US","2011-08-28","108"
"USC00026471","PHANTOM RANCH, AZ US","2011-08-29","107"
"USC00026471","PHANTOM RANCH, AZ US","2011-08-30","108"
"USC00026471","PHANTOM RANCH, AZ US","2011-08-31","107"
"USC00026471","PHANTOM RANCH, AZ US","2011-09-01","106"
"USC00026471","PHANTOM RANCH, AZ US","2011-09-02","106"
"USC00026471","PHANTOM RANCH, AZ US","2011-09-03","105"
"USC00026471","PHANTOM RANCH, AZ US","2011-09-04","103"
"USC00026471","PHANTOM RANCH, AZ US","2011-09-05","102"
"USC00026471","PHANTOM RANCH, AZ US","2011-09-06","95"
"USC00026471","PHANTOM RANCH, AZ US","2011-09-07","101"
"USC00026471","PHANTOM RANCH, AZ US","2011-09-08","103"
"USC00026471","PHANTOM RANCH, AZ US","2011-09-09","92"
"USC00026471","PHANTOM RANCH, AZ US","2011-09-10","89"
"USC00026471","PHANTOM RANCH, AZ US","2011-09-11","85"
"USC00026471","PHANTOM RANCH, AZ US","2011-09-12","81"
"USC00026471","PHANTOM RANCH, AZ US","2011-09-13","85"
"USC00026471","PHANTOM RANCH, AZ US","2011-09-14","78"
"USC00026471","PHANTOM RANCH, AZ US","2011-09-15","77"
"USC00026471","PHANTOM RANCH, AZ US","2011-09-16","87"
"USC00026471","PHANTOM RANCH, AZ US","2011-09-17","90"
"USC00026471","PHANTOM RANCH, AZ US","2011-09-18","93"
"USC00026471","PHANTOM RANCH, AZ US","2011-09-19","95"
"USC00026471","PHANTOM RANCH, AZ US","2011-09-20","97"
"USC00026471","PHANTOM RANCH, AZ US","2011-09-21","94"
"USC00026471","PHANTOM RANCH, AZ US","2011-09-22","98"
"USC00026471","PHANTOM RANCH, AZ US","2011-09-23","98"
"USC00026471","PHANTOM RANCH, AZ US","2011-09-24","96"
"USC00026471","PHANTOM RANCH, AZ US","2011-09-25","95"
"USC00026471","PHANTOM RANCH, AZ US","2011-09-26","96"
"USC00026471","PHANTOM RANCH, AZ US","2011-09-27","98"
"USC00026471","PHANTOM RANCH, AZ US","2011-09-28","99"
"USC00026471","PHANTOM RANCH, AZ US","2011-09-29","101"
"USC00026471","PHANTOM RANCH, AZ US","2011-09-30","90"
"USC00026471","PHANTOM RANCH, AZ US","2011-10-01","87"
"USC00026471","PHANTOM RANCH, AZ US","2011-10-02","93"
"USC00026471","PHANTOM RANCH, AZ US","2011-10-03","86"
"USC00026471","PHANTOM RANCH, AZ US","2011-10-04","84"
"USC00026471","PHANTOM RANCH, AZ US","2011-10-05","73"
"USC00026471","PHANTOM RANCH, AZ US","2011-10-06","70"
"USC00026471","PHANTOM RANCH, AZ US","2011-10-07","68"
"USC00026471","PHANTOM RANCH, AZ US","2011-10-08","70"
"USC00026471","PHANTOM RANCH, AZ US","2011-10-09","75"
"USC00026471","PHANTOM RANCH, AZ US","2011-10-10","79"
"USC00026471","PHANTOM RANCH, AZ US","2011-10-11","85"
"USC00026471","PHANTOM RANCH, AZ US","2011-10-12","87"
"USC00026471","PHANTOM RANCH, AZ US","2011-10-13","87"
"USC00026471","PHANTOM RANCH, AZ US","2011-10-14","89"
"USC00026471","PHANTOM RANCH, AZ US","2011-10-15","93"
"USC00026471","PHANTOM RANCH, AZ US","2011-10-16","95"
"USC00026471","PHANTOM RANCH, AZ US","2011-10-17","89"
"USC00026471","PHANTOM RANCH, AZ US","2011-10-18","86"
"USC00026471","PHANTOM RANCH, AZ US","2011-10-19","86"
"USC00026471","PHANTOM RANCH, AZ US","2011-10-20","86"
"USC00026471","PHANTOM RANCH, AZ US","2011-10-21","86"
"USC00026471","PHANTOM RANCH, AZ US","2011-10-22","88"
"USC00026471","PHANTOM RANCH, AZ US","2011-10-23","88"
"USC00026471","PHANTOM RANCH, AZ US","2011-10-24","90"
"USC00026471","PHANTOM RANCH, AZ US","2011-10-25","86"
"USC00026471","PHANTOM RANCH, AZ US","2011-10-26","74"
"USC00026471","PHANTOM RANCH, AZ US","2011-10-27","69"
"USC00026471","PHANTOM RANCH, AZ US","2011-10-28","74"
"USC00026471","PHANTOM RANCH, AZ US","2011-10-29","75"
"USC00026471","PHANTOM RANCH, AZ US","2011-10-30","81"
"USC00026471","PHANTOM RANCH, AZ US","2011-10-31","80"
"USC00026471","PHANTOM RANCH, AZ US","2011-11-01","84"
"USC00026471","PHANTOM RANCH, AZ US","2011-11-02","65"
"USC00026471","PHANTOM RANCH, AZ US","2011-11-03","65"
"USC00026471","PHANTOM RANCH, AZ US","2011-11-04","77"
"USC00026471","PHANTOM RANCH, AZ US","2011-11-05","58"
"USC00026471","PHANTOM RANCH, AZ US","2011-11-06","53"
"USC00026471","PHANTOM RANCH, AZ US","2011-11-07","50"
"USC00026471","PHANTOM RANCH, AZ US","2011-11-08","57"
"USC00026471","PHANTOM RANCH, AZ US","2011-11-09","61"
"USC00026471","PHANTOM RANCH, AZ US","2011-11-10","62"
"USC00026471","PHANTOM RANCH, AZ US","2011-11-11","60"
"USC00026471","PHANTOM RANCH, AZ US","2011-11-12","73"
"USC00026471","PHANTOM RANCH, AZ US","2011-11-13","67"
"USC00026471","PHANTOM RANCH, AZ US","2011-11-14","69"
"USC00026471","PHANTOM RANCH, AZ US","2011-11-15","69"
"USC00026471","PHANTOM RANCH, AZ US","2011-11-16","68"
"USC00026471","PHANTOM RANCH, AZ US","2011-11-17","66"
"USC00026471","PHANTOM RANCH, AZ US","2011-11-18","72"
"USC00026471","PHANTOM RANCH, AZ US","2011-11-19","72"
"USC00026471","PHANTOM RANCH, AZ US","2011-11-20","69"
"USC00026471","PHANTOM RANCH, AZ US","2011-11-21","64"
"USC00026471","PHANTOM RANCH, AZ US","2011-11-22","66"
"USC00026471","PHANTOM RANCH, AZ US","2011-11-23","66"
"USC00026471","PHANTOM RANCH, AZ US","2011-11-24","65"
"USC00026471","PHANTOM RANCH, AZ US","2011-11-25","68"
"USC00026471","PHANTOM RANCH, AZ US","2011-11-26","68"
"USC00026471","PHANTOM RANCH, AZ US","2011-11-27","66"
"USC00026471","PHANTOM RANCH, AZ US","2011-11-28","64"
"USC00026471","PHANTOM RANCH, AZ US","2011-11-29","68"
"USC00026471","PHANTOM RANCH, AZ US","2011-11-30","69"
"USC00026471","PHANTOM RANCH, AZ US","2011-12-01","58"
"USC00026471","PHANTOM RANCH, AZ US","2011-12-02","53"
"USC00026471","PHANTOM RANCH, AZ US","2011-12-03","47"
"USC00026471","PHANTOM RANCH, AZ US","2011-12-04","49"
"USC00026471","PHANTOM RANCH, AZ US","2011-12-05","48"
"USC00026471","PHANTOM RANCH, AZ US","2011-12-06","46"
"USC00026471","PHANTOM RANCH, AZ US","2011-12-07","50"
"USC00026471","PHANTOM RANCH, AZ US","2011-12-08","52"
"USC00026471","PHANTOM RANCH, AZ US","2011-12-09","54"
"USC00026471","PHANTOM RANCH, AZ US","2011-12-10","56"
"USC00026471","PHANTOM RANCH, AZ US","2011-12-11","52"
"USC00026471","PHANTOM RANCH, AZ US","2011-12-12","47"
"USC00026471","PHANTOM RANCH, AZ US","2011-12-13","51"
"USC00026471","PHANTOM RANCH, AZ US","2011-12-14","55"
"USC00026471","PHANTOM RANCH, AZ US","2011-12-15","53"
"USC00026471","PHANTOM RANCH, AZ US","2011-12-16","56"
